 "projUri" , "fileCount" , "size" , "maxCreated" , "maxIdentifier" , "maxModified" , "maxTitle" , "maxFedCreated" , "maxPubStatus" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113756" , "4" , "87566" , "2010-07-01T00:00:00" , "113756" ,  , "Replication data for: Dynamics of the Gender Gap for Young Professionals in the Financial and Corporate Sectors" , "2019-10-12T19:11:09.645Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113889" , "8" , "102069" , "2014-04-01T00:00:00" , "113889" ,  , "Replication data for: Human Capital and Productivity in a Team Environment: Evidence from the Healthcare Sector" , "2019-10-12T20:40:58.058Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113768" , "8" , "1345628641" , "2010-10-01T00:00:00" , "113768" ,  , "Replication data for: The Importance of Being Wanted" , "2019-10-12T19:18:15.71Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113877" , "18" , "179739" , "2014-01-01T00:00:00" , "113877" ,  , "Replication data for: Dynamic Implications of Subjective Expectations: Evidence from Adult Smokers" , "2019-10-12T20:36:53.301Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113998" , "9" , "758815" , "2017-11-01T00:00:00" , "113998" ,  , "Replication data for: Experimentation at Scale" , "2019-10-12T22:35:59.364Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113732" , "10" , "32264681" , "2019-01-01T00:00:00" , "113732" ,  , "Replication data for: Labor Drops: Experimental Evidence on the Return to Additional Labor in Microenterprises" , "2019-10-12T18:57:27.68Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113865" , "11" , "2605158504" , "2013-10-01T00:00:00" , "113865" ,  , "Replication data for: Immigrants' Labor Supply and Exchange Rate Volatility" , "2019-10-12T20:21:16.556Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113986" , "4" , "2024923" , "2017-02-01T00:00:00" , "113986" ,  , "Replication data for: Human Capital and China's Future Growth" , "2019-10-12T22:29:12.575Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113744" , "7" , "263893" , "2010-04-01T00:00:00" , "113744" ,  , "Replication data for: Promoting Healthy Choices: Information versus Convenience" , "2019-10-12T19:03:50.872Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113853" , "5" , "407147" , "2013-04-01T00:00:00" , "113853" ,  , "Replication data for: The Effect of Absenteeism and Clinic Protocol on Health Outcomes: The Case of Mother-to-Child Transmission of HIV in Kenya" , "2019-10-12T20:17:06.909Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113974" , "2" , "50239" , "2016-09-01T00:00:00" , "113974" ,  , "Replication data for: In Defense of the NSF Economics Program" , "2019-10-12T22:23:18.936Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113841" , "18" , "1890414" , "2013-01-01T00:00:00" , "113841" ,  , "Replication data for: Back on the Rails: Competition and Productivity in State-Owned Industry" , "2019-10-12T20:10:12.867Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113962" , "7" , "4755929" , "2015-11-01T00:00:00" , "113962" ,  , "Replication data for: The Ongoing Evolution of US Retail: A Format Tug-of-War" , "2019-10-12T22:06:18.565Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113950" , "4" , "137024" , "2015-05-01T00:00:00" , "113950" ,  , "Replication data for: The Rescue of Fannie Mae and Freddie Mac" , "2019-10-12T22:02:58.375Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114060" , "11" , "260645" , "2016-10-01T00:00:00" , "114060" ,  , "Replication data for: Public Debt and Changing Inflation Targets" , "2019-10-12T23:21:44.99Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114193" , "153" , "1764708" , "2011-01-01T00:00:00" , "114193" ,  , "Replication data for: Sticky Prices versus Monetary Frictions: An Estimation of Policy Trade-Offs" , "2019-10-13T01:04:43.763Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114084" , "29" , "140579" , "2015-01-01T00:00:00" , "114084" ,  , "Replication data for: The Effects of Monetary Policy on Stock Market Bubbles: Some Evidence" , "2019-10-12T23:31:16.767Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114072" , "3" , "32419" , "2016-04-01T00:00:00" , "114072" ,  , "Replication data for: Financial Liberalization, Debt Mismatch, Allocative Efficiency, and Growth" , "2019-10-12T23:26:28.05Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114181" , "6" , "214359" , "2010-07-01T00:00:00" , "114181" ,  , "Replication data for: Labor Contracts, Equal Treatment, and Wage-Unemployment Dynamics" , "2019-10-13T00:58:09.76Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114096" , "25" , "299182" , "2015-10-01T00:00:00" , "114096" ,  , "Replication data for: Labor Market Heterogeneity and the Aggregate Matching Function" , "2019-10-12T23:40:02.33Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113767" , "9" , "10746982" , "2010-10-01T00:00:00" , "113767" ,  , "Replication data for: Put Your Money Where Your Butt Is: A Commitment Contract for Smoking Cessation" , "2019-10-12T19:17:38.485Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113779" , "9" , "100381024" , "2011-01-01T00:00:00" , "113779" ,  , "Replication data for: Traffic Congestion and Infant Health: Evidence from E-ZPass" , "2019-10-12T19:28:33.217Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113888" , "9" , "951473" , "2014-04-01T00:00:00" , "113888" ,  , "Replication data for: Keeping It Simple: Financial Literacy and Rules of Thumb" , "2019-10-12T20:40:46.87Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113743" , "17" , "371438" , "2010-04-01T00:00:00" , "113743" ,  , "Replication data for: Modern Medicine and the Twentieth Century Decline in Mortality: Evidence on the Impact of Sulfa Drugs" , "2019-10-12T19:03:34.213Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113876" , "372" , "862600851" , "2014-01-01T00:00:00" , "113876" ,  , "Replication data for: The Historically Evolving Impact of the Ogallala Aquifer: Agricultural Adaptation to Groundwater and Drought" , "2019-10-12T20:30:40.123Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113997" , "4" , "44593" , "2017-08-01T00:00:00" , "113997" ,  , "Replication data for: Is the US Public Corporation in Trouble?" , "2019-10-12T22:35:52.379Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113755" , "43" , "53391566" , "2010-07-01T00:00:00" , "113755" ,  , "Replication data for: Teacher Incentives" , "2019-10-12T19:10:28.956Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113864" , "23" , "16716859" , "2013-10-01T00:00:00" , "113864" ,  , "Replication data for: Employment, Wages, and Voter Turnout" , "2019-10-12T20:20:14.001Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113985" , "10" , "523072" , "2017-02-01T00:00:00" , "113985" ,  , "Replication data for: The Economic Consequences of Family Policies: Lessons from a Century of Legislation in High-Income Countries" , "2019-10-12T22:29:00.329Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113852" , "33" , "22387908" , "2013-04-01T00:00:00" , "113852" ,  , "Replication data for: School Inputs, Household Substitution, and Test Scores" , "2019-10-12T20:16:28.45Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113973" , "6" , "301380747" , "2016-05-01T00:00:00" , "113973" ,  , "Replication data for: Family Inequality: Diverging Patterns in Marriage, Cohabitation, and Childbearing" , "2019-10-12T22:22:51.611Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113731" , "4" , "173782" , "2019-04-01T00:00:00" , "113731" ,  , "Replication data for: Using Linked Survey and Administrative Data to Better Measure Income: Implications for Poverty, Program Effectiveness, and Holes in the Safety Net" , "2019-10-12T18:57:19.746Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113840" , "7" , "7624646" , "2012-07-01T00:00:00" , "113840" ,  , "Replication data for: Can Mobile Phones Improve Learning? Evidence from a Field Experiment in Niger" , "2019-10-12T20:10:02.689Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113961" , "3" , "360314" , "2015-11-01T00:00:00" , "113961" ,  , "Replication data for: Seven Centuries of European Economic Growth and Decline" , "2019-10-12T22:06:11.324Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114071" , "28" , "1548945" , "2015-01-01T00:00:00" , "114071" ,  , "Replication data for: The Possible Unemployment Cost of Average Inflation below a Credible Target" , "2019-10-12T23:26:05.801Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114095" , "56" , "590055" , "2015-01-01T00:00:00" , "114095" ,  , "Replication data for: Understanding the Great Recession" , "2019-10-12T23:39:12Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/114180" , "5" , "103033" , "2010-07-01T00:00:00" , "114180" ,  , "Replication data for: Was the Wealth of Nations Determined in 1000 BC?" , "2019-10-13T00:58:01.523Z" , "PUBLISHED" ,
