 "projUri" , "fileCount" , "size" , "maxCreated" , "maxIdentifier" , "maxModified" , "maxTitle" , "maxFedCreated" , "maxPubStatus" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112829" , "8" , "80293" , "2014-06-01T00:00:00" , "112829" ,  , "Replication data for: Evolutionary Origins of the Endowment Effect: Evidence from Hunter-Gatherers" , "2019-10-12T02:37:09.697Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112788" , "33" , "57733657" , "2014-05-01T00:00:00" , "112788" ,  , "Replication data for: Bundling Health Insurance and Microfinance in India: There Cannot Be Adverse Selection If There Is No Demand" , "2019-10-12T02:12:25.814Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112914" , "131" , "1889546142" , "2016-04-01T00:00:00" , "112914" ,  , "Replication data for: Long-Run Impacts of Childhood Access to the Safety Net" , "2019-10-12T04:40:28.205Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112902" , "133" , "17630103" , "2017-03-01T00:00:00" , "112902" ,  , "Replication data for: The Great Escape? A Quantitative Evaluation of the Fed's Liquidity Facilities" , "2019-10-12T04:10:41.447Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112817" , "3" , "108928" , "2014-05-01T00:00:00" , "112817" ,  , "Replication data for: Tax Policy Issues in Designing a Carbon Tax" , "2019-10-12T02:31:20.687Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112938" , "19" , "78247623" , "2017-10-01T00:00:00" , "112938" ,  , "Replication data for: Defensive Investments and the Demand for Air Quality: Evidence from the NOx Budget Program" , "2019-10-12T04:57:15.218Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112805" , "5" , "16765686" , "2014-05-01T00:00:00" , "112805" ,  , "Replication data for: Using School Choice Lotteries to Test Measures of School Effectiveness" , "2019-10-12T02:24:02.008Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112926" , "29" , "38358745" , "2015-03-01T00:00:00" , "112926" ,  , "Replication data for: Adverse Selection and an Individual Mandate: When Theory Meets Practice" , "2019-10-12T04:49:34.635Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112970" , "37" , "3826773" , "2015-12-01T00:00:00" , "112970" ,  , "Replication data for: Media Influences on Social Outcomes: The Impact of MTV's 16 and Pregnant on Teen Childbearing" , "2019-10-12T05:58:28.525Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112740" , "6" , "499414" , "2014-03-01T00:00:00" , "112740" ,  , "Replication data for: Do Employers Use Unemployment as a Sorting Criterion When Hiring? Evidence from a Field Experiment" , "2019-10-12T01:51:36.626Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112873" , "35" , "1067367" , "2015-01-01T00:00:00" , "112873" ,  , "Replication data for: Cellular Service Demand: Biased Beliefs, Learning, and Bill Shock" , "2019-10-12T03:30:08.849Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112752" , "23" , "16596810" , "2014-04-01T00:00:00" , "112752" ,  , "Replication data for: Vertical Integration and Input Flows" , "2019-10-12T02:01:21.199Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112861" , "359" , "44180658" , "2016-09-01T00:00:00" , "112861" ,  , "Replication data for: Beyond GDP? Welfare across Countries and Time" , "2019-10-12T03:09:26.827Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112764" , "3" , "1232153" , "2014-05-01T00:00:00" , "112764" ,  , "Replication data for: Sovereign Debt Booms in Monetary Unions" , "2019-10-12T02:07:02.4Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112897" , "22" , "841083" , "2016-11-01T00:00:00" , "112897" ,  , "Replication data for: Free to Choose? Reform, Choice, and Consideration Sets in the English National Health Service" , "2019-10-12T04:06:47.078Z" , "PUBLISHED" ,
