 "projUri" , "fileCount" , "size" , "maxCreated" , "maxIdentifier" , "maxModified" , "maxTitle" , "maxFedCreated" , "maxPubStatus" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112492" , "22" , "822300" , "2012-02-01T00:00:00" , "112492" ,  , "Replication data for: Macroeconomic Effects of Financial Shocks" , "2019-10-11T20:35:56.663Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112708" , "20" , "10496068" , "2014-11-01T00:00:00" , "112708" ,  , "Replication data for: Structural Transformation, the Mismeasurement of Productivity Growth, and the Cost Disease of Services" , "2019-10-12T01:06:07.051Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112667" , "4" , "142094" , "2013-08-01T00:00:00" , "112667" ,  , "Replication data for: Intergenerational Occupational Mobility in Great Britain and the United States since 1850: Reply" , "2019-10-11T23:02:27.27Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112679" , "8" , "35620650" , "2013-10-01T00:00:00" , "112679" ,  , "Replication data for: Do We Follow Others When We Should? A Simple Test of Rational Expectations: Comment" , "2019-10-11T23:16:54.784Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112558" , "105" , "1322683" , "2012-05-01T00:00:00" , "112558" ,  , "Replication data for: Disaster Risk and Business Cycles" , "2019-10-11T21:57:10.346Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112546" , "3" , "135945" , "2012-05-01T00:00:00" , "112546" ,  , "Replication data for: Heuristic Thinking and Limited Attention in the Car Market" , "2019-10-11T21:47:32.36Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112534" , "7" , "273341" , "2012-06-01T00:00:00" , "112534" ,  , "Replication data for: The Currency of Reciprocity: Gift Exchange in the Workplace" , "2019-10-11T21:41:26.54Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112522" , "360" , "175863290" , "2012-06-01T00:00:00" , "112522" ,  , "Replication data for: Targeting the Poor: Evidence from a Field Experiment in Indonesia" , "2019-10-11T21:26:25.115Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112510" , "126" , "63870133" , "2012-04-01T00:00:00" , "112510" ,  , "Replication data for: The Welfare Effects of Bundling in Multichannel Television Markets" , "2019-10-11T21:00:32.755Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112631" , "2" , "34910" , "2013-05-01T00:00:00" , "112631" ,  , "Replication data for: SSI for Disabled Immigrants: Why Do Ethnic Networks Matter?" , "2019-10-11T22:35:23.567Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112643" , "14" , "54791" , "2013-06-01T00:00:00" , "112643" ,  , "Replication data for: Unconventional Fiscal Policy at the Zero Bound" , "2019-10-11T22:41:17.269Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112655" , "205" , "1885818876" , "2013-08-01T00:00:00" , "112655" ,  , "Replication data for: Time Use during the Great Recession" , "2019-10-11T22:48:49.143Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112491" , "8" , "2550167" , "2012-02-01T00:00:00" , "112491" ,  , "Replication data for: The Value of Information in the Court: Get It Right, Keep It Tight" , "2019-10-11T20:35:46.612Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112719" , "14" , "765856" , "2014-12-01T00:00:00" , "112719" ,  , "Replication data for: Present Bias and Collective Dynamic Choice in the Lab" , "2019-10-12T01:27:33.231Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112678" , "30" , "1012751" , "2013-10-01T00:00:00" , "112678" ,  , "Replication data for: News Shocks and the Slope of the Term Structure of Interest Rates" , "2019-10-11T23:16:31.119Z" , "PUBLISHED" ,
