 "projUri" , "fileCount" , "size" , "maxCreated" , "maxIdentifier" , "maxModified" , "maxTitle" , "maxFedCreated" , "maxPubStatus" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113158" , "101" , "179601323" , "2018-08-01T00:00:00" , "113158" ,  , "Replication data for: Aggregate Recruiting Intensity" , "2019-10-12T10:41:34.157Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113092" , "231" , "34476381" , "2018-04-01T00:00:00" , "113092" ,  , "Replication data for: Resurrecting the Role of the Product Market Wedge in Recessions" , "2019-10-12T09:06:37.162Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113080" , "35" , "269888415" , "2018-06-01T00:00:00" , "113080" ,  , "Replication data for: Legal Origins and Female HIV" , "2019-10-12T08:48:13.872Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113110" , "290" , "50857131" , "2018-02-01T00:00:00" , "113110" ,  , "Replication data for: Option-Based Credit Spreads" , "2019-10-12T09:31:09.326Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113122" , "150" , "118587414" , "2017-04-01T00:00:00" , "113122" ,  , "Replication data for: Escaping the Great Recession" , "2019-10-12T09:57:22.352Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113134" , "48" , "623892" , "2019-05-01T00:00:00" , "113134" ,  , "Replication data for: Walk on the Wild Side: Temporarily Unstable Paths and Multiplicative Sunspots" , "2019-10-12T10:09:55.003Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113146" , "40" , "103217801" , "2018-06-01T00:00:00" , "113146" ,  , "Replication data for: Trucks without Bailouts: Equilibrium Product Characteristics for Commercial Vehicles" , "2019-10-12T10:19:57.789Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113025" , "478" , "6727740" , "2017-09-01T00:00:00" , "113025" ,  , "Replication data for: The Margins of Global Sourcing: Theory and Evidence from US Firms" , "2019-10-12T06:59:34.05Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113013" , "6" , "249952" , "2016-01-01T00:00:00" , "113013" ,  , "Replication data for: Generalized Social Marginal Welfare Weights for Optimal Tax Theory" , "2019-10-12T06:40:37.11Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113001" , "22" , "26156470" , "2018-11-01T00:00:00" , "113001" ,  , "Replication data for: BKK the EZ Way: International Long-Run Growth News and Capital Flows" , "2019-10-12T06:31:10.401Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113230" , "14" , "9516485" , "2008-03-01T00:00:00" , "113230" ,  , "Replication data for: Female Socialization: How Daughters Affect Their Legislator Fathers" , "2019-10-12T12:15:34.935Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113049" , "19" , "129849" , "2017-01-01T00:00:00" , "113049" ,  , "Replication data for: Clicking on Heaven's Door: The Effect of Immigrant Legalization on Crime" , "2019-10-12T07:48:52.584Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113037" , "111" , "648433274" , "2016-10-01T00:00:00" , "113037" ,  , "Replication data for: How Much Energy Do Building Energy Codes Save? Evidence from California Houses" , "2019-10-12T07:39:18.886Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112994" , "31" , "16721449" , "2017-09-01T00:00:00" , "112994" ,  , "Replication data for: The Wind of Change: Maritime Technology, Trade, and Economic Development" , "2019-10-12T06:24:42.596Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112982" , "5" , "67654" , "2016-03-01T00:00:00" , "112982" ,  , "Replication data for: A Balls-and-Bins Model of Trade: Comment" , "2019-10-12T06:07:13.351Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113169" , "168" , "18915776" , "2019-04-01T00:00:00" , "113169" ,  , "Replication data for: Vulnerable Growth" , "2019-10-12T10:51:20.633Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113091" , "57" , "215911705" , "2017-04-01T00:00:00" , "113091" ,  , "Replication data for: Does the Gender Composition of Scientific Committees Matter?" , "2019-10-12T09:05:24.614Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113121" , "7" , "14678382" , "2018-04-01T00:00:00" , "113121" ,  , "Replication data for: The Economic Effects of the Abolition of Serfdom: Evidence from the Russian Empire" , "2019-10-12T09:56:41.573Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113133" , "11" , "2899736" , "2018-07-01T00:00:00" , "113133" ,  , "Replication data for: The Persistence of Local Joblessness" , "2019-10-12T10:09:24.135Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113145" , "28" , "111998" , "2018-11-01T00:00:00" , "113145" ,  , "Replication data for: Mismatch of Talent: Evidence on Match Quality, Entry Wages, and Job Mobility" , "2019-10-12T10:19:08.897Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113157" , "559" , "398122948" , "2018-10-01T00:00:00" , "113157" ,  , "Replication data for: Why Did the Democrats Lose the South? Bringing New Data to an Old Debate" , "2019-10-12T10:33:43.919Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113036" , "80" , "164731" , "2016-10-01T00:00:00" , "113036" ,  , "Replication data for: The Power of Forward Guidance Revisited" , "2019-10-12T07:37:53.245Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113024" , "4" , "744895" , "2016-03-01T00:00:00" , "113024" ,  , "Replication data for: The Effect of Unemployment Benefits and Nonemployment Durations on Wages" , "2019-10-12T06:59:04.118Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113012" , "110" , "364976259" , "2016-10-01T00:00:00" , "113012" ,  , "Replication data for: Building State Capacity: Evidence from Biometric Smartcards in India" , "2019-10-12T06:38:54.743Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113000" , "40" , "69908354" , "2016-02-01T00:00:00" , "113000" ,  , "Replication data for: Anatomy of a Contract Change" , "2019-10-12T06:30:32.268Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113120" , "492" , "1428591171" , "2019-06-01T00:00:00" , "113120" ,  , "Replication data for: Monetary Policy and the Redistribution Channel" , "2019-10-12T09:47:32.907Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113048" , "60" , "119078868" , "2017-10-01T00:00:00" , "113048" ,  , "Replication data for: Politician Family Networks and Electoral Outcomes: Evidence from the Philippines" , "2019-10-12T07:47:56.362Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112981" , "31" , "1584091" , "2016-06-01T00:00:00" , "112981" ,  , "Replication data for: Do Schools Matter for High Math Achievement? Evidence from the American Mathematics Competitions" , "2019-10-12T06:06:49.15Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/112993" , "17" , "4299173" , "2015-10-01T00:00:00" , "112993" ,  , "Replication data for: Averting Catastrophes: The Strange Economics of Scylla and Charybdis" , "2019-10-12T06:24:23.931Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113090" , "3" , "262534" , "2017-09-01T00:00:00" , "113090" ,  , "Replication data for: Virtual Classrooms: How Online College Courses Affect Student Success" , "2019-10-12T09:05:09.05Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113209" , "18" , "748961" , "2019-02-01T00:00:00" , "113209" ,  , "Replication data for: Demand and Supply of Infrequent Payments as a Commitment Device: Evidence from Kenya" , "2019-10-12T11:51:31.428Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113010" , "5" , "13672020" , "2016-01-01T00:00:00" , "113010" ,  , "Replication data for: The Market Impacts of Pharmaceutical Product Patents in Developing Countries: Evidence from India" , "2019-10-12T06:36:05.5Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113132" , "39" , "4488018" , "2017-10-01T00:00:00" , "113132" ,  , "Replication data for: News Shocks and the Slope of the Term Structure of Interest Rates: Comment" , "2019-10-12T10:08:43.904Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/113144" , "54" , "449727" , "2018-04-01T00:00:00" , "113144" ,  , "Replication data for: The Optimal Timing of Unemployment Benefits: Theory and Evidence from Sweden" , "2019-10-12T10:18:08.557Z" , "PUBLISHED" ,
