 "projUri" , "fileCount" , "size" , "maxCreated" , "maxIdentifier" , "maxModified" , "maxTitle" , "maxFedCreated" , "maxPubStatus" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/127421" , "62" , "64856402" , "2020-11-25T20:44:03" , "127421" ,  , "Data and Code for: Subsidizing Fuel-Efficient Cars: Evidence from China's Automobile Industry" , "2020-11-26T01:44:03.33Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/136061" , "18" , "512392" , "2021-03-26T18:50:17" , "136061" ,  , "Code for: Jobs for Sale: Corruption and Misallocation in Hiring" , "2021-03-26T22:50:17.081Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/124903" , "18" , "455367" , "2020-10-21T06:57:48" , "124903" ,  , "Data and Code for: Myopia and Anchoring" , "2020-10-21T10:57:48.041Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/120832" , "12" , "1660711" , "2020-08-28T15:20:59" , "120832" ,  , "Replication Data for: Countervailing Market Power and Consumer Surplus: An Empirical Examination" , "2020-08-28T19:20:59.399Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/120602" , "7" , "77283" , "2020-08-13T02:58:53" , "120602" ,  , "Data and Code for: An index of competitiveness and cooperativeness for normal-form games" , "2020-08-13T06:58:53.837Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/120529" , "132" , "652924542" , "2020-08-04T10:31:55" , "120529" ,  , "Code for: The Efficiency of Race-Neutral Alternatives to Race-Based Affirmative Action: Evidence from Chicago's Exam Schools" , "2020-08-04T14:31:55.433Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/122381" , "55" , "347366026" , "2020-09-22T05:35:23" , "122381" ,  , "Data and Code for: Unemployment Insurance as a Worker Indiscipline Device? Evidence from Scanner Data" , "2020-09-22T09:35:23.683Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/124481" , "206" , "178922369" , "2020-10-15T16:18:03" , "124481" ,  , "Data and Code for: Credit Spreads, Financial Crises and Macroprudential Policy" , "2020-10-15T20:18:02.882Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/138946" , "478" , "275374641" , "2021-04-26T15:37:35" , "138946" ,  , "Data and Code for: Capital Destruction and Economic Growth: The Effects of Sherman’s March, 1850–1920" , "2021-04-26T19:37:34.539Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/138922" , "23" , "11495191" , "2021-04-26T09:15:20" , "138922" ,  , "The Long-Run Effects of Sports Club Vouchers for Primary School Children" , "2021-04-26T13:15:20.536Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/127541" , "203" , "12380115" , "2020-11-27T12:56:07" , "127541" ,  , "Data and Code for: Risk-based Selection in Unemployment Insurance: Evidence and Implications" , "2020-11-27T17:56:07.26Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/130805" , "8" , "74832444" , "2021-01-25T01:38:18" , "130805" ,  , "Data and code for: (Carbon Trading Pilot Programs in China and Local Air Quality)" , "2021-01-25T06:38:18.049Z" , "PUBLISHED" ,
 "https://fedora.prod.icpsr.umich.edu/fedora/rest/openicpsr/136822" , "4" , "678136" , "2021-04-05T16:39:29" , "136822" ,  , "Data and Code for: Minimum Grade Requirements for Economics Majors: Effects on Enrollments and Student Learning" , "2021-04-05T20:39:28.754Z" , "PUBLISHED" ,
